Id,SampleInt,SampleDecimal,SampleString,SampleBool
1130,1129,1.129,1129,0
1131,1130,1.130,1130,1
1132,1131,1.131,1131,0
1133,1132,1.132,1132,1
1134,1133,1.133,1133,0
1135,1134,1.134,1134,1
1136,1135,1.135,1135,0
1137,1136,1.136,1136,1
1138,1137,1.137,1137,0
1139,1138,1.138,1138,1
1140,1139,1.139,1139,0
1141,1140,1.140,1140,1
1142,1141,1.141,1141,0
1143,1142,1.142,1142,1
1144,1143,1.143,1143,0
1145,1144,1.144,1144,1
1146,1145,1.145,1145,0
1147,1146,1.146,1146,1
1148,1147,1.147,1147,0
1149,1148,1.148,1148,1
1150,1149,1.149,1149,0
1151,1150,1.150,1150,1
1152,1151,1.151,1151,0
1153,1152,1.152,1152,1
1154,1153,1.153,1153,0
1155,1154,1.154,1154,1
1156,1155,1.155,1155,0
1157,1156,1.156,1156,1
1158,1157,1.157,1157,0
1159,1158,1.158,1158,1
1160,1159,1.159,1159,0
1161,1160,1.160,1160,1
1162,1161,1.161,1161,0
1163,1162,1.162,1162,1
1164,1163,1.163,1163,0
1165,1164,1.164,1164,1
1166,1165,1.165,1165,0
1167,1166,1.166,1166,1
1168,1167,1.167,1167,0
1169,1168,1.168,1168,1
1170,1169,1.169,1169,0
1171,1170,1.170,1170,1
1172,1171,1.171,1171,0
1173,1172,1.172,1172,1
1174,1173,1.173,1173,0
1175,1174,1.174,1174,1
1176,1175,1.175,1175,0
1177,1176,1.176,1176,1
1178,1177,1.177,1177,0
1179,1178,1.178,1178,1
1180,1179,1.179,1179,0
1181,1180,1.180,1180,1
1182,1181,1.181,1181,0
1183,1182,1.182,1182,1
1184,1183,1.183,1183,0
1185,1184,1.184,1184,1
1186,1185,1.185,1185,0
1187,1186,1.186,1186,1
1188,1187,1.187,1187,0
1189,1188,1.188,1188,1
1190,1189,1.189,1189,0
1191,1190,1.190,1190,1
1192,1191,1.191,1191,0
1193,1192,1.192,1192,1
1194,1193,1.193,1193,0
1195,1194,1.194,1194,1
1196,1195,1.195,1195,0
1197,1196,1.196,1196,1
1198,1197,1.197,1197,0
1199,1198,1.198,1198,1
1200,1199,1.199,1199,0
1201,1200,1.200,1200,1
1202,1201,1.201,1201,0
1203,1202,1.202,1202,1
1204,1203,1.203,1203,0
1205,1204,1.204,1204,1
1206,1205,1.205,1205,0
1207,1206,1.206,1206,1
1208,1207,1.207,1207,0
1209,1208,1.208,1208,1
1210,1209,1.209,1209,0
1211,1210,1.210,1210,1
1212,1211,1.211,1211,0
1213,1212,1.212,1212,1
1214,1213,1.213,1213,0
1215,1214,1.214,1214,1
1216,1215,1.215,1215,0
1217,1216,1.216,1216,1
1218,1217,1.217,1217,0
1219,1218,1.218,1218,1
1220,1219,1.219,1219,0
1221,1220,1.220,1220,1
1222,1221,1.221,1221,0
1223,1222,1.222,1222,1
1224,1223,1.223,1223,0
1225,1224,1.224,1224,1
1226,1225,1.225,1225,0
1227,1226,1.226,1226,1
1228,1227,1.227,1227,0
1229,1228,1.228,1228,1
1230,1229,1.229,1229,0
1231,1230,1.230,1230,1
1232,1231,1.231,1231,0
1233,1232,1.232,1232,1
1234,1233,1.233,1233,0
1235,1234,1.234,1234,1
1236,1235,1.235,1235,0
1237,1236,1.236,1236,1
1238,1237,1.237,1237,0
1239,1238,1.238,1238,1
1240,1239,1.239,1239,0
1241,1240,1.240,1240,1
1242,1241,1.241,1241,0
1243,1242,1.242,1242,1
1244,1243,1.243,1243,0
1245,1244,1.244,1244,1
1246,1245,1.245,1245,0
1247,1246,1.246,1246,1
1248,1247,1.247,1247,0
1249,1248,1.248,1248,1
1250,1249,1.249,1249,0
1251,1250,1.250,1250,1
1252,1251,1.251,1251,0
1253,1252,1.252,1252,1
1254,1253,1.253,1253,0
1255,1254,1.254,1254,1
1256,1255,1.255,1255,0
1257,1256,1.256,1256,1
1258,1257,1.257,1257,0
1259,1258,1.258,1258,1
1260,1259,1.259,1259,0
1261,1260,1.260,1260,1
1262,1261,1.261,1261,0
1263,1262,1.262,1262,1
1264,1263,1.263,1263,0
1265,1264,1.264,1264,1
1266,1265,1.265,1265,0
1267,1266,1.266,1266,1
1268,1267,1.267,1267,0
1269,1268,1.268,1268,1
1270,1269,1.269,1269,0
1271,1270,1.270,1270,1
1272,1271,1.271,1271,0
1273,1272,1.272,1272,1
1274,1273,1.273,1273,0
1275,1274,1.274,1274,1
1276,1275,1.275,1275,0
1277,1276,1.276,1276,1
1278,1277,1.277,1277,0
1279,1278,1.278,1278,1
1280,1279,1.279,1279,0
1281,1280,1.280,1280,1
1282,1281,1.281,1281,0
1283,1282,1.282,1282,1
1284,1283,1.283,1283,0
1285,1284,1.284,1284,1
1286,1285,1.285,1285,0
1287,1286,1.286,1286,1
1288,1287,1.287,1287,0
1289,1288,1.288,1288,1
1290,1289,1.289,1289,0
1291,1290,1.290,1290,1
1292,1291,1.291,1291,0
1293,1292,1.292,1292,1
1294,1293,1.293,1293,0
1295,1294,1.294,1294,1
1296,1295,1.295,1295,0
1297,1296,1.296,1296,1
1298,1297,1.297,1297,0
1299,1298,1.298,1298,1
1300,1299,1.299,1299,0
1301,1300,1.300,1300,1
1302,1301,1.301,1301,0
1303,1302,1.302,1302,1
1304,1303,1.303,1303,0
1305,1304,1.304,1304,1
1306,1305,1.305,1305,0
1307,1306,1.306,1306,1
1308,1307,1.307,1307,0
1309,1308,1.308,1308,1
1310,1309,1.309,1309,0
1311,1310,1.310,1310,1
1312,1311,1.311,1311,0
1313,1312,1.312,1312,1
1314,1313,1.313,1313,0
1315,1314,1.314,1314,1
1316,1315,1.315,1315,0
1317,1316,1.316,1316,1
1318,1317,1.317,1317,0
1319,1318,1.318,1318,1
1320,1319,1.319,1319,0
1321,1320,1.320,1320,1
1322,1321,1.321,1321,0
1323,1322,1.322,1322,1
1324,1323,1.323,1323,0
1325,1324,1.324,1324,1
1326,1325,1.325,1325,0
1327,1326,1.326,1326,1
1328,1327,1.327,1327,0
1329,1328,1.328,1328,1
1330,1329,1.329,1329,0
1331,1330,1.330,1330,1
1332,1331,1.331,1331,0
1333,1332,1.332,1332,1
1334,1333,1.333,1333,0
1335,1334,1.334,1334,1
1336,1335,1.335,1335,0
1337,1336,1.336,1336,1
1338,1337,1.337,1337,0
1339,1338,1.338,1338,1
1340,1339,1.339,1339,0
1341,1340,1.340,1340,1
1342,1341,1.341,1341,0
1343,1342,1.342,1342,1
1344,1343,1.343,1343,0
1345,1344,1.344,1344,1
1346,1345,1.345,1345,0
1347,1346,1.346,1346,1
1348,1347,1.347,1347,0
1349,1348,1.348,1348,1
1350,1349,1.349,1349,0
1351,1350,1.350,1350,1
1352,1351,1.351,1351,0
1353,1352,1.352,1352,1
1354,1353,1.353,1353,0
1355,1354,1.354,1354,1
1356,1355,1.355,1355,0
1357,1356,1.356,1356,1
1358,1357,1.357,1357,0
1359,1358,1.358,1358,1
1360,1359,1.359,1359,0
1361,1360,1.360,1360,1
1362,1361,1.361,1361,0
1363,1362,1.362,1362,1
1364,1363,1.363,1363,0
1365,1364,1.364,1364,1
1366,1365,1.365,1365,0
1367,1366,1.366,1366,1
1368,1367,1.367,1367,0
1369,1368,1.368,1368,1
1370,1369,1.369,1369,0
1371,1370,1.370,1370,1
1372,1371,1.371,1371,0
1373,1372,1.372,1372,1
1374,1373,1.373,1373,0
1375,1374,1.374,1374,1
1376,1375,1.375,1375,0
1377,1376,1.376,1376,1
1378,1377,1.377,1377,0
1379,1378,1.378,1378,1
1380,1379,1.379,1379,0
1381,1380,1.380,1380,1
1382,1381,1.381,1381,0
1383,1382,1.382,1382,1
1384,1383,1.383,1383,0
1385,1384,1.384,1384,1
1386,1385,1.385,1385,0
1387,1386,1.386,1386,1
1388,1387,1.387,1387,0
1389,1388,1.388,1388,1
1390,1389,1.389,1389,0
1391,1390,1.390,1390,1
1392,1391,1.391,1391,0
1393,1392,1.392,1392,1
1394,1393,1.393,1393,0
1395,1394,1.394,1394,1
1396,1395,1.395,1395,0
1397,1396,1.396,1396,1
1398,1397,1.397,1397,0
1399,1398,1.398,1398,1
1400,1399,1.399,1399,0
1401,1400,1.400,1400,1
1402,1401,1.401,1401,0
1403,1402,1.402,1402,1
1404,1403,1.403,1403,0
1405,1404,1.404,1404,1
1406,1405,1.405,1405,0
1407,1406,1.406,1406,1
1408,1407,1.407,1407,0
1409,1408,1.408,1408,1
1410,1409,1.409,1409,0
1411,1410,1.410,1410,1
1412,1411,1.411,1411,0
1413,1412,1.412,1412,1
1414,1413,1.413,1413,0
1415,1414,1.414,1414,1
1416,1415,1.415,1415,0
1417,1416,1.416,1416,1
1418,1417,1.417,1417,0
1419,1418,1.418,1418,1
1420,1419,1.419,1419,0
1421,1420,1.420,1420,1
1422,1421,1.421,1421,0
1423,1422,1.422,1422,1
1424,1423,1.423,1423,0
1425,1424,1.424,1424,1
1426,1425,1.425,1425,0
1427,1426,1.426,1426,1
1428,1427,1.427,1427,0
1429,1428,1.428,1428,1
1430,1429,1.429,1429,0
1431,1430,1.430,1430,1
1432,1431,1.431,1431,0
1433,1432,1.432,1432,1
1434,1433,1.433,1433,0
1435,1434,1.434,1434,1
1436,1435,1.435,1435,0
1437,1436,1.436,1436,1
1438,1437,1.437,1437,0
1439,1438,1.438,1438,1
1440,1439,1.439,1439,0
1441,1440,1.440,1440,1
1442,1441,1.441,1441,0
1443,1442,1.442,1442,1
1444,1443,1.443,1443,0
1445,1444,1.444,1444,1
1446,1445,1.445,1445,0
1447,1446,1.446,1446,1
1448,1447,1.447,1447,0
1449,1448,1.448,1448,1
1450,1449,1.449,1449,0
1451,1450,1.450,1450,1
1452,1451,1.451,1451,0
1453,1452,1.452,1452,1
1454,1453,1.453,1453,0
1455,1454,1.454,1454,1
1456,1455,1.455,1455,0
1457,1456,1.456,1456,1
1458,1457,1.457,1457,0
1459,1458,1.458,1458,1
1460,1459,1.459,1459,0
1461,1460,1.460,1460,1
1462,1461,1.461,1461,0
1463,1462,1.462,1462,1
1464,1463,1.463,1463,0
1465,1464,1.464,1464,1
1466,1465,1.465,1465,0
1467,1466,1.466,1466,1
1468,1467,1.467,1467,0
1469,1468,1.468,1468,1
1470,1469,1.469,1469,0
1471,1470,1.470,1470,1
1472,1471,1.471,1471,0
1473,1472,1.472,1472,1
1474,1473,1.473,1473,0
1475,1474,1.474,1474,1
1476,1475,1.475,1475,0
1477,1476,1.476,1476,1
1478,1477,1.477,1477,0
1479,1478,1.478,1478,1
1480,1479,1.479,1479,0
1481,1480,1.480,1480,1
1482,1481,1.481,1481,0
1483,1482,1.482,1482,1
1484,1483,1.483,1483,0
1485,1484,1.484,1484,1
1486,1485,1.485,1485,0
1487,1486,1.486,1486,1
1488,1487,1.487,1487,0
1489,1488,1.488,1488,1
1490,1489,1.489,1489,0
1491,1490,1.490,1490,1
1492,1491,1.491,1491,0
1493,1492,1.492,1492,1
1494,1493,1.493,1493,0
1495,1494,1.494,1494,1
1496,1495,1.495,1495,0
1497,1496,1.496,1496,1
1498,1497,1.497,1497,0
1499,1498,1.498,1498,1
1500,1499,1.499,1499,0
1501,1500,1.500,1500,1
1502,1501,1.501,1501,0
1503,1502,1.502,1502,1
1504,1503,1.503,1503,0
1505,1504,1.504,1504,1
1506,1505,1.505,1505,0
1507,1506,1.506,1506,1
1508,1507,1.507,1507,0
1509,1508,1.508,1508,1
1510,1509,1.509,1509,0
1511,1510,1.510,1510,1
1512,1511,1.511,1511,0
1513,1512,1.512,1512,1
1514,1513,1.513,1513,0
1515,1514,1.514,1514,1
1516,1515,1.515,1515,0
1517,1516,1.516,1516,1
1518,1517,1.517,1517,0
1519,1518,1.518,1518,1
1520,1519,1.519,1519,0
1521,1520,1.520,1520,1
1522,1521,1.521,1521,0
1523,1522,1.522,1522,1
1524,1523,1.523,1523,0
1525,1524,1.524,1524,1
1526,1525,1.525,1525,0
1527,1526,1.526,1526,1
1528,1527,1.527,1527,0
1529,1528,1.528,1528,1
1530,1529,1.529,1529,0
1531,1530,1.530,1530,1
1532,1531,1.531,1531,0
1533,1532,1.532,1532,1
1534,1533,1.533,1533,0
1535,1534,1.534,1534,1
1536,1535,1.535,1535,0
1537,1536,1.536,1536,1
1538,1537,1.537,1537,0
1539,1538,1.538,1538,1
1540,1539,1.539,1539,0
1541,1540,1.540,1540,1
1542,1541,1.541,1541,0
1543,1542,1.542,1542,1
1544,1543,1.543,1543,0
1545,1544,1.544,1544,1
1546,1545,1.545,1545,0
1547,1546,1.546,1546,1
1548,1547,1.547,1547,0
1549,1548,1.548,1548,1
1550,1549,1.549,1549,0
1551,1550,1.550,1550,1
1552,1551,1.551,1551,0
1553,1552,1.552,1552,1
1554,1553,1.553,1553,0
1555,1554,1.554,1554,1
1556,1555,1.555,1555,0
1557,1556,1.556,1556,1
1558,1557,1.557,1557,0
1559,1558,1.558,1558,1
1560,1559,1.559,1559,0
1561,1560,1.560,1560,1
1562,1561,1.561,1561,0
1563,1562,1.562,1562,1
1564,1563,1.563,1563,0
1565,1564,1.564,1564,1
1566,1565,1.565,1565,0
1567,1566,1.566,1566,1
1568,1567,1.567,1567,0
1569,1568,1.568,1568,1
1570,1569,1.569,1569,0
1571,1570,1.570,1570,1
1572,1571,1.571,1571,0
1573,1572,1.572,1572,1
1574,1573,1.573,1573,0
1575,1574,1.574,1574,1
1576,1575,1.575,1575,0
1577,1576,1.576,1576,1
1578,1577,1.577,1577,0
1579,1578,1.578,1578,1
1580,1579,1.579,1579,0
1581,1580,1.580,1580,1
1582,1581,1.581,1581,0
1583,1582,1.582,1582,1
1584,1583,1.583,1583,0
1585,1584,1.584,1584,1
1586,1585,1.585,1585,0
1587,1586,1.586,1586,1
1588,1587,1.587,1587,0
1589,1588,1.588,1588,1
1590,1589,1.589,1589,0
1591,1590,1.590,1590,1
1592,1591,1.591,1591,0
1593,1592,1.592,1592,1
1594,1593,1.593,1593,0
1595,1594,1.594,1594,1
1596,1595,1.595,1595,0
1597,1596,1.596,1596,1
1598,1597,1.597,1597,0
1599,1598,1.598,1598,1
1600,1599,1.599,1599,0
1601,1600,1.600,1600,1
1602,1601,1.601,1601,0
1603,1602,1.602,1602,1
1604,1603,1.603,1603,0
1605,1604,1.604,1604,1
1606,1605,1.605,1605,0
1607,1606,1.606,1606,1
1608,1607,1.607,1607,0
1609,1608,1.608,1608,1
1610,1609,1.609,1609,0
1611,1610,1.610,1610,1
1612,1611,1.611,1611,0
1613,1612,1.612,1612,1
1614,1613,1.613,1613,0
1615,1614,1.614,1614,1
1616,1615,1.615,1615,0
1617,1616,1.616,1616,1
1618,1617,1.617,1617,0
1619,1618,1.618,1618,1
1620,1619,1.619,1619,0
1621,1620,1.620,1620,1
1622,1621,1.621,1621,0
1623,1622,1.622,1622,1
1624,1623,1.623,1623,0
1625,1624,1.624,1624,1
1626,1625,1.625,1625,0
1627,1626,1.626,1626,1
1628,1627,1.627,1627,0
1629,1628,1.628,1628,1
1630,1629,1.629,1629,0
1631,1630,1.630,1630,1
1632,1631,1.631,1631,0
1633,1632,1.632,1632,1
1634,1633,1.633,1633,0
1635,1634,1.634,1634,1
1636,1635,1.635,1635,0
1637,1636,1.636,1636,1
1638,1637,1.637,1637,0
1639,1638,1.638,1638,1
1640,1639,1.639,1639,0
1641,1640,1.640,1640,1
1642,1641,1.641,1641,0
1643,1642,1.642,1642,1
1644,1643,1.643,1643,0
1645,1644,1.644,1644,1
1646,1645,1.645,1645,0
1647,1646,1.646,1646,1
1648,1647,1.647,1647,0
1649,1648,1.648,1648,1
1650,1649,1.649,1649,0
1651,1650,1.650,1650,1
1652,1651,1.651,1651,0
1653,1652,1.652,1652,1
1654,1653,1.653,1653,0
1655,1654,1.654,1654,1
1656,1655,1.655,1655,0
1657,1656,1.656,1656,1
1658,1657,1.657,1657,0
1659,1658,1.658,1658,1
1660,1659,1.659,1659,0
1661,1660,1.660,1660,1
1662,1661,1.661,1661,0
1663,1662,1.662,1662,1
1664,1663,1.663,1663,0
1665,1664,1.664,1664,1
1666,1665,1.665,1665,0
1667,1666,1.666,1666,1
1668,1667,1.667,1667,0
1669,1668,1.668,1668,1
1670,1669,1.669,1669,0
1671,1670,1.670,1670,1
1672,1671,1.671,1671,0
1673,1672,1.672,1672,1
1674,1673,1.673,1673,0
1675,1674,1.674,1674,1
1676,1675,1.675,1675,0
1677,1676,1.676,1676,1
1678,1677,1.677,1677,0
1679,1678,1.678,1678,1
1680,1679,1.679,1679,0
1681,1680,1.680,1680,1
1682,1681,1.681,1681,0
1683,1682,1.682,1682,1
1684,1683,1.683,1683,0
1685,1684,1.684,1684,1
1686,1685,1.685,1685,0
1687,1686,1.686,1686,1
1688,1687,1.687,1687,0
1689,1688,1.688,1688,1
1690,1689,1.689,1689,0
1691,1690,1.690,1690,1
1692,1691,1.691,1691,0
1693,1692,1.692,1692,1
1694,1693,1.693,1693,0
1695,1694,1.694,1694,1
1696,1695,1.695,1695,0
1697,1696,1.696,1696,1
1698,1697,1.697,1697,0
1699,1698,1.698,1698,1
1700,1699,1.699,1699,0
1701,1700,1.700,1700,1
1702,1701,1.701,1701,0
1703,1702,1.702,1702,1
1704,1703,1.703,1703,0
1705,1704,1.704,1704,1
1706,1705,1.705,1705,0
1707,1706,1.706,1706,1
1708,1707,1.707,1707,0
1709,1708,1.708,1708,1
1710,1709,1.709,1709,0
1711,1710,1.710,1710,1
1712,1711,1.711,1711,0
1713,1712,1.712,1712,1
1714,1713,1.713,1713,0
1715,1714,1.714,1714,1
1716,1715,1.715,1715,0
1717,1716,1.716,1716,1
1718,1717,1.717,1717,0
1719,1718,1.718,1718,1
1720,1719,1.719,1719,0
1721,1720,1.720,1720,1
1722,1721,1.721,1721,0
1723,1722,1.722,1722,1
1724,1723,1.723,1723,0
1725,1724,1.724,1724,1
1726,1725,1.725,1725,0
1727,1726,1.726,1726,1
1728,1727,1.727,1727,0
1729,1728,1.728,1728,1
1730,1729,1.729,1729,0
1731,1730,1.730,1730,1
1732,1731,1.731,1731,0
1733,1732,1.732,1732,1
1734,1733,1.733,1733,0
1735,1734,1.734,1734,1
1736,1735,1.735,1735,0
1737,1736,1.736,1736,1
1738,1737,1.737,1737,0
1739,1738,1.738,1738,1
1740,1739,1.739,1739,0
1741,1740,1.740,1740,1
1742,1741,1.741,1741,0
1743,1742,1.742,1742,1
1744,1743,1.743,1743,0
1745,1744,1.744,1744,1
1746,1745,1.745,1745,0
1747,1746,1.746,1746,1
1748,1747,1.747,1747,0
1749,1748,1.748,1748,1
1750,1749,1.749,1749,0
1751,1750,1.750,1750,1
1752,1751,1.751,1751,0
1753,1752,1.752,1752,1
1754,1753,1.753,1753,0
1755,1754,1.754,1754,1
1756,1755,1.755,1755,0
1757,1756,1.756,1756,1
1758,1757,1.757,1757,0
1759,1758,1.758,1758,1
1760,1759,1.759,1759,0
1761,1760,1.760,1760,1
1762,1761,1.761,1761,0
1763,1762,1.762,1762,1
1764,1763,1.763,1763,0
1765,1764,1.764,1764,1
1766,1765,1.765,1765,0
1767,1766,1.766,1766,1
1768,1767,1.767,1767,0
1769,1768,1.768,1768,1
1770,1769,1.769,1769,0
1771,1770,1.770,1770,1
1772,1771,1.771,1771,0
1773,1772,1.772,1772,1
1774,1773,1.773,1773,0
1775,1774,1.774,1774,1
1776,1775,1.775,1775,0
1777,1776,1.776,1776,1
1778,1777,1.777,1777,0
1779,1778,1.778,1778,1
1780,1779,1.779,1779,0
1781,1780,1.780,1780,1
1782,1781,1.781,1781,0
1783,1782,1.782,1782,1
1784,1783,1.783,1783,0
1785,1784,1.784,1784,1
1786,1785,1.785,1785,0
1787,1786,1.786,1786,1
1788,1787,1.787,1787,0
1789,1788,1.788,1788,1
1790,1789,1.789,1789,0
1791,1790,1.790,1790,1
1792,1791,1.791,1791,0
1793,1792,1.792,1792,1
1794,1793,1.793,1793,0
1795,1794,1.794,1794,1
1796,1795,1.795,1795,0
1797,1796,1.796,1796,1
1798,1797,1.797,1797,0
1799,1798,1.798,1798,1
1800,1799,1.799,1799,0
1801,1800,1.800,1800,1
1802,1801,1.801,1801,0
1803,1802,1.802,1802,1
1804,1803,1.803,1803,0
1805,1804,1.804,1804,1
1806,1805,1.805,1805,0
1807,1806,1.806,1806,1
1808,1807,1.807,1807,0
1809,1808,1.808,1808,1
1810,1809,1.809,1809,0
1811,1810,1.810,1810,1
1812,1811,1.811,1811,0
1813,1812,1.812,1812,1
1814,1813,1.813,1813,0
1815,1814,1.814,1814,1
1816,1815,1.815,1815,0
1817,1816,1.816,1816,1
1818,1817,1.817,1817,0
1819,1818,1.818,1818,1
1820,1819,1.819,1819,0
1821,1820,1.820,1820,1
1822,1821,1.821,1821,0
1823,1822,1.822,1822,1
1824,1823,1.823,1823,0
1825,1824,1.824,1824,1
1826,1825,1.825,1825,0
1827,1826,1.826,1826,1
1828,1827,1.827,1827,0
1829,1828,1.828,1828,1
1830,1829,1.829,1829,0
1831,1830,1.830,1830,1
1832,1831,1.831,1831,0
1833,1832,1.832,1832,1
1834,1833,1.833,1833,0
1835,1834,1.834,1834,1
1836,1835,1.835,1835,0
1837,1836,1.836,1836,1
1838,1837,1.837,1837,0
1839,1838,1.838,1838,1
1840,1839,1.839,1839,0
1841,1840,1.840,1840,1
1842,1841,1.841,1841,0
1843,1842,1.842,1842,1
1844,1843,1.843,1843,0
1845,1844,1.844,1844,1
1846,1845,1.845,1845,0
1847,1846,1.846,1846,1
1848,1847,1.847,1847,0
1849,1848,1.848,1848,1
1850,1849,1.849,1849,0
1851,1850,1.850,1850,1
1852,1851,1.851,1851,0
1853,1852,1.852,1852,1
1854,1853,1.853,1853,0
1855,1854,1.854,1854,1
1856,1855,1.855,1855,0
1857,1856,1.856,1856,1
1858,1857,1.857,1857,0
1859,1858,1.858,1858,1
1860,1859,1.859,1859,0
1861,1860,1.860,1860,1
1862,1861,1.861,1861,0
1863,1862,1.862,1862,1
1864,1863,1.863,1863,0
1865,1864,1.864,1864,1
1866,1865,1.865,1865,0
1867,1866,1.866,1866,1
1868,1867,1.867,1867,0
1869,1868,1.868,1868,1
1870,1869,1.869,1869,0
1871,1870,1.870,1870,1
1872,1871,1.871,1871,0
1873,1872,1.872,1872,1
1874,1873,1.873,1873,0
1875,1874,1.874,1874,1
1876,1875,1.875,1875,0
1877,1876,1.876,1876,1
1878,1877,1.877,1877,0
1879,1878,1.878,1878,1
1880,1879,1.879,1879,0
1881,1880,1.880,1880,1
1882,1881,1.881,1881,0
1883,1882,1.882,1882,1
1884,1883,1.883,1883,0
1885,1884,1.884,1884,1
1886,1885,1.885,1885,0
1887,1886,1.886,1886,1
1888,1887,1.887,1887,0
1889,1888,1.888,1888,1
1890,1889,1.889,1889,0
1891,1890,1.890,1890,1
1892,1891,1.891,1891,0
1893,1892,1.892,1892,1
1894,1893,1.893,1893,0
1895,1894,1.894,1894,1
1896,1895,1.895,1895,0
1897,1896,1.896,1896,1
1898,1897,1.897,1897,0
1899,1898,1.898,1898,1
1900,1899,1.899,1899,0
1901,1900,1.900,1900,1
1902,1901,1.901,1901,0
1903,1902,1.902,1902,1
1904,1903,1.903,1903,0
1905,1904,1.904,1904,1
1906,1905,1.905,1905,0
1907,1906,1.906,1906,1
1908,1907,1.907,1907,0
1909,1908,1.908,1908,1
1910,1909,1.909,1909,0
1911,1910,1.910,1910,1
1912,1911,1.911,1911,0
1913,1912,1.912,1912,1
1914,1913,1.913,1913,0
1915,1914,1.914,1914,1
1916,1915,1.915,1915,0
1917,1916,1.916,1916,1
1918,1917,1.917,1917,0
1919,1918,1.918,1918,1
1920,1919,1.919,1919,0
1921,1920,1.920,1920,1
1922,1921,1.921,1921,0
1923,1922,1.922,1922,1
1924,1923,1.923,1923,0
1925,1924,1.924,1924,1
1926,1925,1.925,1925,0
1927,1926,1.926,1926,1
1928,1927,1.927,1927,0
1929,1928,1.928,1928,1
1930,1929,1.929,1929,0
1931,1930,1.930,1930,1
1932,1931,1.931,1931,0
1933,1932,1.932,1932,1
1934,1933,1.933,1933,0
1935,1934,1.934,1934,1
1936,1935,1.935,1935,0
1937,1936,1.936,1936,1
1938,1937,1.937,1937,0
1939,1938,1.938,1938,1
1940,1939,1.939,1939,0
1941,1940,1.940,1940,1
1942,1941,1.941,1941,0
1943,1942,1.942,1942,1
1944,1943,1.943,1943,0
1945,1944,1.944,1944,1
1946,1945,1.945,1945,0
1947,1946,1.946,1946,1
1948,1947,1.947,1947,0
1949,1948,1.948,1948,1
1950,1949,1.949,1949,0
1951,1950,1.950,1950,1
1952,1951,1.951,1951,0
1953,1952,1.952,1952,1
1954,1953,1.953,1953,0
1955,1954,1.954,1954,1
1956,1955,1.955,1955,0
1957,1956,1.956,1956,1
1958,1957,1.957,1957,0
1959,1958,1.958,1958,1
1960,1959,1.959,1959,0
1961,1960,1.960,1960,1
1962,1961,1.961,1961,0
1963,1962,1.962,1962,1
1964,1963,1.963,1963,0
1965,1964,1.964,1964,1
1966,1965,1.965,1965,0
1967,1966,1.966,1966,1
1968,1967,1.967,1967,0
1969,1968,1.968,1968,1
1970,1969,1.969,1969,0
1971,1970,1.970,1970,1
1972,1971,1.971,1971,0
1973,1972,1.972,1972,1
1974,1973,1.973,1973,0
1975,1974,1.974,1974,1
1976,1975,1.975,1975,0
1977,1976,1.976,1976,1
1978,1977,1.977,1977,0
1979,1978,1.978,1978,1
1980,1979,1.979,1979,0
1981,1980,1.980,1980,1
1982,1981,1.981,1981,0
1983,1982,1.982,1982,1
1984,1983,1.983,1983,0
1985,1984,1.984,1984,1
1986,1985,1.985,1985,0
1987,1986,1.986,1986,1
1988,1987,1.987,1987,0
1989,1988,1.988,1988,1
1990,1989,1.989,1989,0
1991,1990,1.990,1990,1
1992,1991,1.991,1991,0
1993,1992,1.992,1992,1
1994,1993,1.993,1993,0
1995,1994,1.994,1994,1
1996,1995,1.995,1995,0
1997,1996,1.996,1996,1
1998,1997,1.997,1997,0
1999,1998,1.998,1998,1
2000,1999,1.999,1999,0
2001,2000,2.000,2000,1
2002,2001,2.001,2001,0
2003,2002,2.002,2002,1
2004,2003,2.003,2003,0
2005,2004,2.004,2004,1
2006,2005,2.005,2005,0
2007,2006,2.006,2006,1
2008,2007,2.007,2007,0
2009,2008,2.008,2008,1
2010,2009,2.009,2009,0
2011,2010,2.010,2010,1
2012,2011,2.011,2011,0
2013,2012,2.012,2012,1
2014,2013,2.013,2013,0
2015,2014,2.014,2014,1
2016,2015,2.015,2015,0
2017,2016,2.016,2016,1
2018,2017,2.017,2017,0
2019,2018,2.018,2018,1
2020,2019,2.019,2019,0
2021,2020,2.020,2020,1
2022,2021,2.021,2021,0
2023,2022,2.022,2022,1
2024,2023,2.023,2023,0
2025,2024,2.024,2024,1
2026,2025,2.025,2025,0
2027,2026,2.026,2026,1
2028,2027,2.027,2027,0
2029,2028,2.028,2028,1
2030,2029,2.029,2029,0
2031,2030,2.030,2030,1
2032,2031,2.031,2031,0
2033,2032,2.032,2032,1
2034,2033,2.033,2033,0
2035,2034,2.034,2034,1
2036,2035,2.035,2035,0
2037,2036,2.036,2036,1
2038,2037,2.037,2037,0
2039,2038,2.038,2038,1
2040,2039,2.039,2039,0
2041,2040,2.040,2040,1
2042,2041,2.041,2041,0
2043,2042,2.042,2042,1
2044,2043,2.043,2043,0
2045,2044,2.044,2044,1
2046,2045,2.045,2045,0
2047,2046,2.046,2046,1
2048,2047,2.047,2047,0
2049,2048,2.048,2048,1
2050,2049,2.049,2049,0
2051,2050,2.050,2050,1
2052,2051,2.051,2051,0
2053,2052,2.052,2052,1
2054,2053,2.053,2053,0
2055,2054,2.054,2054,1
2056,2055,2.055,2055,0
2057,2056,2.056,2056,1
2058,2057,2.057,2057,0
2059,2058,2.058,2058,1
2060,2059,2.059,2059,0
